Description:                  Land area not permanently under water.  Source: Natural Resources Conservation Service of the U.S. Dept. of Agriculture.
Holding name:                 Land Area
Collection name:              US County Data
Date class:                   snapshot
Begin date of output:         N/A
End date of output:           N/A
Time step units:              snapshot
Data units:                   N/A,N/A,N/A,km^2
Fill value:                   N/A,N/A,N/A,-9999

FIPS,State,County,Land Area
55001,Wisconsin,Adams,1677.8
55003,Wisconsin,Ashland,2703.7
55005,Wisconsin,Barron,2234.9
55007,Wisconsin,Bayfield,3823.9
55009,Wisconsin,Brown,1369.4
55011,Wisconsin,Buffalo,1772.9
55013,Wisconsin,Burnett,2127.8
55015,Wisconsin,Calumet,828.5
55017,Wisconsin,Chippewa,2617.1
55019,Wisconsin,Clark,3148.7
55021,Wisconsin,Columbia,2004.3
55023,Wisconsin,Crawford,1483.4
55025,Wisconsin,Dane,3113.6
55027,Wisconsin,Dodge,2285.4
55029,Wisconsin,Door,1250.3
55031,Wisconsin,Douglas,3391.0
55033,Wisconsin,Dunn,2206.9
55035,Wisconsin,Eau Claire,1651.5
55037,Wisconsin,Florence,1264.1
55039,Wisconsin,Fond du Lac,1872.5
55041,Wisconsin,Forest,2626.6
55043,Wisconsin,Grant,2973.1
55045,Wisconsin,Green,1512.7
55047,Wisconsin,Green Lake,917.7
55049,Wisconsin,Iowa,1975.5
55051,Wisconsin,Iron,1961.4
55053,Wisconsin,Jackson,2557.1
55055,Wisconsin,Jefferson,1442.8
55057,Wisconsin,Juneau,1988.3
55059,Wisconsin,Kenosha,706.6
55061,Wisconsin,Kewaunee,887.5
55063,Wisconsin,La Crosse,1172.7
55065,Wisconsin,Lafayette,1641.1
55067,Wisconsin,Langlade,2260.4
55069,Wisconsin,Lincoln,2287.1
55071,Wisconsin,Manitowoc,1532.1
55073,Wisconsin,Marathon,4001.7
55075,Wisconsin,Marinette,3631.1
55077,Wisconsin,Marquette,1179.8
55078,Wisconsin,Menominee,927.2
55079,Wisconsin,Milwaukee,625.6
55081,Wisconsin,Monroe,2333.4
55083,Wisconsin,Oconto,2585.1
55085,Wisconsin,Oneida,2913.0
55087,Wisconsin,Outagamie,1658.6
55089,Wisconsin,Ozaukee,600.8
55091,Wisconsin,Pepin,601.7
55093,Wisconsin,Pierce,1493.2
55095,Wisconsin,Polk,2375.9
55097,Wisconsin,Portage,2088.5
55099,Wisconsin,Price,3244.5
55101,Wisconsin,Racine,862.8
55103,Wisconsin,Richland,1518.4
55105,Wisconsin,Rock,1866.2
55107,Wisconsin,Rusk,2365.2
55111,Wisconsin,Sauk,2169.7
55113,Wisconsin,Sawyer,3254.4
55115,Wisconsin,Shawano,2311.8
55117,Wisconsin,Sheboygan,1330.4
55109,Wisconsin,St. Croix,1869.9
55119,Wisconsin,Taylor,2525.1
55121,Wisconsin,Trempealeau,1901.4
55123,Wisconsin,Vernon,2058.9
55125,Wisconsin,Vilas,2260.6
55127,Wisconsin,Walworth,1438.5
55129,Wisconsin,Washburn,2097.2
55131,Wisconsin,Washington,1115.9
55133,Wisconsin,Waukesha,1439.0
55135,Wisconsin,Waupaca,1945.5
55137,Wisconsin,Waushara,1621.6
55139,Wisconsin,Winnebago,1136.1
55141,Wisconsin,Wood,2053.5
56001,Wyoming,Albany,11069.3
56003,Wyoming,Big Horn,8125.2
56005,Wyoming,Campbell,12423.9
56007,Wyoming,Carbon,20452.1
56009,Wyoming,Converse,11020.1
56011,Wyoming,Crook,7404.0
56013,Wyoming,Fremont,23783.1
56015,Wyoming,Goshen,5764.0
56017,Wyoming,Hot Springs,5190.3
56019,Wyoming,Johnson,10791.1
56021,Wyoming,Laramie,6957.4
56023,Wyoming,Lincoln,10539.5
56025,Wyoming,Natrona,13830.7
56027,Wyoming,Niobrara,6801.1
56029,Wyoming,Park,17981.7
56031,Wyoming,Platte,5400.3
56033,Wyoming,Sheridan,6535.7
56035,Wyoming,Sublette,12643.4
56037,Wyoming,Sweetwater,27003.0
56039,Wyoming,Teton,10380.6
56041,Wyoming,Uinta,5391.7
56043,Wyoming,Washakie,5802.0
56045,Wyoming,Weston,6210.6
